id,title,year,rated,released,runtime,plot,language,country,awards,metascore,imdb_rating,imdb_votes,tomato_meter,tomato_rating,tomato_consensus,wiki_title,imdb_id,rt_title,created,updated
8417,"Kingdom of the Spiders",1977,PG,"01 Nov 1977","97 min",,,USA,"3 nominations.",N/A,5.9,"2,666",44,5.5,N/A,"Kingdom of the Spiders",tt0076271,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:23 +0100"
8418,Kingpin,1996,PG-13,"26 Jul 1996","113 min",,,USA,N/A,43,6.9,"52,004",50,5.6,"Kingpin has its moments, but they're often offset by an eagerness to descend into vulgar mean-spiritedness.","Kingpin (1996 film)",tt0116778,1072385-kingpin,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:26 +0100"
8419,"Kings Row",1942,"Not Rated","18 Apr 1942","127 min",,,USA,N/A,N/A,7.8,"2,488",100,7.6,N/A,"Kings Row",tt0034946,kings_row,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:27 +0100"
8420,"Kini & Adams",1997,N/A,"22 Oct 1997","93 min",,,"France, Burkina Faso","1 win & 1 nomination.",N/A,7.4,41,15,N/A,N/A,"Kini and Adams",tt0119463,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:29 +0100"
8421,"Kinjite: Forbidden Subjects",1989,R,"03 Feb 1989","97 min",,,USA,N/A,N/A,5.3,"1,527",0,3.6,N/A,"Kinjite: Forbidden Subjects",tt0097670,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:31 +0100"
8422,"Kinky Boots",2005,PG-13,"07 Oct 2005","107 min",,,"USA, UK","Nominated for 1 Golden Globe. Another 1 win & 6 nominations.",57,7.0,"10,706",57,5.8,"Kinky Boots relies heavily on the Full Monty formula of Britcoms, while playing it too safe in a desperate attempt not to offend. Ejiofor's performance is its redeeming virtue.","Kinky Boots (film)",tt0434124,kinky_boots,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:32 +0100"
8423,Kinsey,2004,R,"24 Mar 2005","118 min",,,"USA, Germany","Nominated for 1 Oscar. Another 17 wins & 33 nominations.",79,7.1,"38,457",90,7.6,"A biopic of the sex researcher is hailed as adventurous, clever, and subversive, with fine performances by Liam Neeson and Laura Linney.","Kinsey (film)",tt0362269,kinsey,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:33 +0100"
8424,Kippur,2000,N/A,"13 Sep 2000","124 min",,,"Israel, France","2 wins & 6 nominations.",75,6.4,"1,165",44,N/A,N/A,Kippur,tt0218379,kippur,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:35 +0100"
8425,"Kirikou and the Sorceress",1998,N/A,"27 Oct 2000","74 min",,,"France, Belgium, Luxembourg","11 wins & 1 nomination.",N/A,7.6,"4,319",96,7.4,"Kirikou and the Sorceress is a beautifully uplifting throwback to a simpler animated era, with refreshingly unique art and a timeless soundtrack.","Kirikou and the Sorceress",tt0181627,kirikou_and_the_sorceress,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:35 +0100"
8426,"Kirikou and the Wild Beasts",2005,N/A,"07 Dec 2005","75 min",,,France,"1 win.",N/A,6.5,589,66,N/A,N/A,"Kirikou et les bêtes sauvages",tt0455142,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:39 +0100"
8427,"Kiss Kiss (Bang Bang)",2001,N/A,"07 Nov 2001","101 min",,,UK,"1 nomination.",N/A,6.3,"1,418",N/A,N/A,N/A,"Kiss Kiss (Bang Bang)",tt0228488,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:42 +0100"
8428,"Kiss Kiss Bang Bang",2005,R,"14 Sep 2005","103 min",,,USA,"4 wins & 12 nominations.",72,7.7,"144,252",84,7.4,"Tongue-in-cheek satire blends well with entertaining action and spot-on performances in this dark, eclectic neo-noir homage.","Kiss Kiss Bang Bang",tt0373469,kiss_kiss_bang_bang,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:46 +0100"
8429,"Kiss Me, Guido",1997,R,"18 Jul 1997","86 min",,,USA,N/A,46,6.1,"1,690",40,5.4,N/A,"Kiss Me, Guido",tt0119465,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:47 +0100"
8430,"Kiss Me, Stupid",1964,Approved,"25 Dec 1964","125 min",,,USA,N/A,63,7.1,"4,162",71,6.3,N/A,"Kiss Me, Stupid",tt0058265,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:48 +0100"
8431,"Kiss Me Deadly",1955,Unrated,"18 May 1955","106 min",,,USA,"1 win.",N/A,7.7,"11,277",97,8.1,"An intriguing, wonderfully subversive blend of art and commerce, Kiss Me Deadly is an influential noir classic.","Kiss Me Deadly",tt0048261,kiss_me_deadly,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:49 +0100"
8432,,,,,,,,,,,,,,,,"Kiss Me Kate (film)",tt45963,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:50 +0100"
8433,"Kiss Tomorrow Goodbye",1950,Approved,"04 Aug 1950","102 min",,,USA,N/A,N/A,7.2,904,N/A,N/A,N/A,"Kiss Tomorrow Goodbye (1950 film)",tt0042648,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:50 +0100"
8434,"Kiss of Death",1947,Approved,"27 Aug 1947","98 min",,,USA,"Nominated for 2 Oscars. Another 2 wins.",N/A,7.6,"4,297",86,7.3,N/A,"Kiss of Death (1947 film)",tt0039536,1029072-kiss_of_death,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:51 +0100"
8435,"Kiss of Death",1995,R,"21 Apr 1995","101 min",,,USA,"1 nomination.",N/A,5.9,"12,226",68,6.5,"An outstanding ensemble cast propels Kiss of Death, a noir-ish crime thriller that's slick and big on atmosphere, even if its script may only provide sporadic bursts of tension.","Kiss of Death (1995 film)",tt0113552,1060720-kiss_of_death,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:52 +0100"
8436,"Kiss of the Damned",2012,R,"28 Mar 2013","97 min",,,USA,"1 win & 3 nominations.",48,5.5,"2,412",60,5.9,N/A,"Kiss of the Damned",tt1959438,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:53 +0100"
8437,"Kiss of the Dragon",2001,R,"06 Jul 2001","98 min",,,"France, USA",N/A,58,6.6,"46,231",51,5.2,"A formulaic actioner that's sure to please action fans. Those looking for plot, believability, or character development will have difficulty finding them.","Kiss of the Dragon",tt0271027,kiss_of_the_dragon,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:54 +0100"
8438,"Kiss of the Spider Woman",1985,R,"26 Jul 1985","120 min",,,"Brazil, USA","Won 1 Oscar. Another 12 wins & 9 nominations.",80,7.4,"8,676",88,7.5,N/A,"Kiss of the Spider Woman (film)",tt0089424,kiss_of_the_spider_woman,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:45:56 +0100"
8439,"Kiss the Blood Off My Hands",1948,N/A,"30 Oct 1948","79 min",,,USA,N/A,N/A,6.9,457,N/A,N/A,N/A,"Kiss the Blood Off My Hands",tt0040512,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:00 +0100"
8440,"Kiss the Bride",2002,R,"16 Oct 2002","89 min",,,USA,"4 wins.",N/A,5.6,854,33,5.4,N/A,"Kiss the Bride (2002 film)",tt0296711,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:02 +0100"
8441,"Kiss the Bride",2007,R,"23 Jul 2007","100 min",,,USA,N/A,N/A,5.7,"1,172",29,4.2,N/A,"Kiss the Bride (2008 film)",tt0893346,1189397-kiss_the_bride,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:03 +0100"
8442,"Kiss the Girls",1997,R,"03 Oct 1997","115 min",,,USA,"5 nominations.",46,6.5,"41,057",30,5.3,N/A,"Kiss the Girls (film)",tt0119468,kiss_the_girls,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:05 +0100"
8443,"Kiss the Sky",1998,R,"09 Oct 1999","107 min",,,USA,N/A,N/A,6.0,634,N/A,N/A,N/A,"Kiss the Sky (film)",tt0127629,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:06 +0100"
8444,Kissed,1996,R,"11 Apr 1997","78 min",,,Canada,"7 wins & 8 nominations.",N/A,6.5,"2,757",70,6.8,N/A,Kissed,tt0116783,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:07 +0100"
8445,"Kissin' Cousins",1964,"Not Rated","06 Mar 1964","96 min",,,USA,"1 nomination.",N/A,5.2,"1,155",N/A,N/A,N/A,"Kissin' Cousins",tt0057227,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:09 +0100"
8446,"Kissing Jessica Stein",2001,R,"21 Jun 2002","97 min",,,USA,"8 wins & 3 nominations.",72,6.7,"12,278",84,7.1,"A trite but refreshing and comical spin on nature of love.","Kissing Jessica Stein",tt0264761,kissing_jessica_stein,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:10 +0100"
8447,"Kissing a Fool",1998,R,"27 Feb 1998","93 min",,,USA,N/A,N/A,5.6,"4,034",27,4.5,N/A,"Kissing a Fool",tt0120723,kissing_a_fool,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:12 +0100"
8448,"Kit Kittredge: An American Girl",2008,G,"02 Jul 2008","101 min",,,"USA, Canada","1 win & 5 nominations.",63,6.7,"4,012",78,6.7,"Refreshingly sweet and sincere, Kit's doll-and-book-inspired do-good mystery may be geared towards the tween girl but will please audiences of all ages.","Kit Kittredge: An American Girl",tt0846308,kit_kittredge_an_american_girl,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:14 +0100"
8449,"Kitchen Party",1997,N/A,"08 Sep 1997","92 min",,,Canada,"3 wins & 2 nominations.",N/A,6.4,298,N/A,N/A,N/A,"Kitchen Party (film)",tt0125319,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:15 +0100"
8450,"Kitchen Stories",2003,PG,"17 Jan 2003","95 min",,,"Norway, Sweden","8 wins & 6 nominations.",75,7.4,"6,205",89,7.3,"By turns touching and funny, this Norwegian import offers quietly absorbing commentary on modern life and friendship.","Kitchen Stories",tt0323872,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:17 +0100"
8451,Kites,2010,N/A,"21 May 2010","123 min",,,India,N/A,62,5.9,"7,054",82,6.2,"Thoroughly overwrought in true Bollywood fashion, Kites is deeply flawed -- and too effervescently charming to resist.","Kites (2010 film)",tt1198101,10012379-kites,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:19 +0100"
8452,"Kitty Foyle",1940,Approved,"27 Dec 1940","108 min",,,USA,"Won 1 Oscar. Another 4 nominations.",N/A,7.1,"1,843",71,7.0,N/A,"Kitty Foyle (film)",tt0032671,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:21 +0100"
8453,"Catch That Girl",2002,N/A,"25 Jan 2002","90 min",,,"Denmark, Sweden, Norway","8 wins & 5 nominations.",N/A,6.3,695,N/A,N/A,N/A,"Klatretøsen",tt0296712,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:23 +0100"
8454,"A Little Bit of Freedom",2003,N/A,"15 Apr 2004","102 min",,,Germany,"1 win & 1 nomination.",N/A,6.4,124,N/A,N/A,N/A,"Kleine Freiheit",tt0349688,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:26 +0100"
8455,"Kleinruppin forever",2004,N/A,"09 Sep 2004","103 min",,,Germany,"1 nomination.",N/A,6.3,462,9,N/A,N/A,"Kleinruppin forever",tt0362804,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:30 +0100"
8456,Klimt,2006,N/A,"03 Mar 2006","131 min",,,"Austria, France, Germany, UK","1 win & 4 nominations.",44,5.1,"2,005",31,5.0,"Klimt is handsomely filmed, but the blurred storyline and substandard performances prove its undoing.","Klimt (film)",tt0417871,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:33 +0100"
8457,Klute,1971,R,"25 Jun 1971","114 min",,,USA,"Won 1 Oscar. Another 5 wins & 5 nominations.",N/A,7.2,"12,264",96,8.1,N/A,Klute,tt0067309,klute,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:35 +0100"
8458,"Knick Knack",1989,G,"04 Jul 2003","4 min",,,N/A,N/A,N/A,7.7,"5,838",12,N/A,N/A,"Knick Knack",tt0097674,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:38 +0100"
8459,"Knife Fight",2012,R,"28 Jan 2013","100 min",,,USA,N/A,34,4.9,787,28,4.4,N/A,"Knife Fight",tt1931466,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:38 +0100"
8460,"Knife in the Water",1962,"Not Rated","28 Oct 1963","94 min",,,Poland,"Nominated for 1 Oscar. Another 1 win & 1 nomination.",N/A,7.6,"12,085",100,8.3,N/A,"Knife in the Water (film)",tt0056291,knife_in_the_water,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:40 +0100"
8461,"Knight and Day",2010,PG-13,"23 Jun 2010","109 min",,,USA,"3 nominations.",46,6.3,"114,206",53,5.6,"It's pure formula, but thanks to its breezy pace and a pair of charming performances from Tom Cruise and Cameron Diaz, Knight and Day offers some agreeably middle-of-the-road summer action.","Knight & Day",tt1013743,knight_and_day,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:42 +0100"
8462,"Knight Moves",1992,R,"22 Jan 1993","108 min",,,"Germany, USA, Canada","1 win.",N/A,6.0,"5,110",20,3.7,N/A,"Knight Moves",tt0104627,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:43 +0100"
8463,Knightquest,2001,N/A,"14 Oct 2001","45 min",,,USA,N/A,N/A,6.5,25,N/A,N/A,N/A,Knightquest,tt0818909,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:44 +0100"
8464,Knightriders,1981,R,"10 Apr 1981","146 min",,,USA,N/A,N/A,6.4,"2,739",82,6.4,N/A,Knightriders,tt0082622,knightriders,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:47 +0100"
8465,"Knights of the Round Table",1953,Approved,"15 Jan 1954","115 min",,,USA,"Nominated for 2 Oscars. Another 1 nomination.",N/A,6.3,"1,972",80,6.2,N/A,"Knights of the Round Table (film)",tt0045966,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:49 +0100"
8466,Knitting,2008,N/A,"05 Aug 2009","100 min",,,China,"2 wins.",N/A,7.5,43,50,N/A,N/A,"Knitting (film)",tt1226305,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:52 +0100"
8467,"Knock Off",1998,R,"04 Sep 1998","91 min",,,"Aruba, Hong Kong, USA",N/A,37,4.6,"9,842",8,3.0,"Muddled plot; stiff acting.","Knock Off (film)",tt0120724,knock_off,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:54 +0100"
8468,"Knock on Wood",1954,Approved,"01 Jul 1954","103 min",,,USA,"Nominated for 1 Oscar. Another 2 nominations.",N/A,7.0,531,68,N/A,N/A,"Knock on Wood (1954 film)",tt0047152,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:56 +0100"
8469,"Knockaround Guys",2001,R,"11 Oct 2002","92 min",,,USA,N/A,30,6.1,"17,690",20,4.3,"Well-acted, but it's too derivative.","Knockaround Guys",tt0211465,knockaround_guys,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:56 +0100"
8470,"Knocked Up",2007,R,"01 Jun 2007","129 min",,,USA,"4 wins & 14 nominations.",85,7.1,"241,826",N/A,N/A,N/A,"Knocked Up",tt0478311,knocked_up,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:58 +0100"
8471,Knowing,2009,PG-13,"20 Mar 2009","121 min",,,"USA, UK, Australia","1 win & 3 nominations.",41,6.2,"154,606",33,4.7,"Knowing has some interesting ideas and a couple good scenes, but it's weighted down by its absurd plot and over-seriousness.","Knowing (film)",tt0448011,knowing,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:58 +0100"
8472,"Knute Rockne All American",1940,Approved,"05 Oct 1940","98 min",,,USA,"1 win.",N/A,6.9,"1,144",80,6.6,N/A,"Knute Rockne, All American",tt0032676,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:46:59 +0100"
8473,"The Book of Fate",2003,N/A,"01 Oct 2006","85 min",,,Finland,N/A,N/A,3.8,529,N/A,N/A,N/A,"Kohtalon kirja",tt0359564,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:02 +0100"
8474,"Koi... Mil Gaya",2003,N/A,"08 Aug 2003","171 min",,,India,"25 wins & 30 nominations.",N/A,7.0,"6,821",75,5.4,N/A,"Koi... Mil Gaya",tt0254481,koi-mil-gaya-i-found-someone,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:05 +0100"
8475,"Koko, a Talking Gorilla",1978,Unrated,"04 Dec 1979","85 min",,,France,"1 nomination.",N/A,7.4,440,100,7.3,N/A,"Koko: A Talking Gorilla",tt0076097,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:06 +0100"
8476,"Kokoda: 39th Battalion",2006,PG-13,N/A,"92 min",,,Australia,"2 wins & 6 nominations.",N/A,6.2,"2,096",71,6.8,N/A,"Kokoda (film)",tt0481390,kokoda,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:08 +0100"
8477,Kolya,1996,PG-13,"24 Jan 1997","105 min",,,"Czech Republic, UK, France","Won 1 Oscar. Another 20 wins & 11 nominations.",N/A,7.8,"10,743",96,7.9,N/A,Kolya,tt0116790,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:10 +0100"
8478,Koma,2004,R,"22 Apr 2004","88 min",,,"Hong Kong","2 nominations.",N/A,6.2,"1,530",N/A,N/A,N/A,"Koma (film)",tt0408970,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:12 +0100"
8479,Komodo,1999,PG-13,"04 May 2000","90 min",,,"Australia, USA","2 nominations.",N/A,4.0,"2,335",N/A,N/A,N/A,"Komodo (film)",tt0172669,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:14 +0100"
8480,Kon-Tiki,1950,Approved,"13 Jan 1950","77 min",,,"Norway, Sweden","Won 1 Oscar. Another 1 win & 1 nomination.",N/A,8.0,"1,231",N/A,N/A,N/A,"Kon-Tiki (1950 film)",tt0042650,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:15 +0100"
8481,Kon-Tiki,2012,PG-13,"26 Apr 2013","118 min",,,"UK, Norway, Denmark, Germany, Sweden","Nominated for 1 Oscar. Another 7 wins & 9 nominations.",63,7.3,"23,072",84,7.1,"A well-crafted retelling of an epic true story, Kon Tiki is a throwback to old-school adventure filmmaking that's exciting and entertaining in spite of its by-the-book plotting.","Kon-Tiki (2012 film)",tt1613750,kon_tiki_2012,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:17 +0100"
8482,"Kook's Tour",1970,N/A,"05 Feb 1970","53 min",,,USA,N/A,N/A,6.7,104,N/A,N/A,N/A,"Kook's Tour",tt0211468,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:20 +0100"
8483,Kopps,2003,N/A,"07 Feb 2003","90 min",,,"Sweden, Denmark","5 wins & 1 nomination.",N/A,6.8,"13,814",N/A,N/A,N/A,Kopps,tt0339230,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:22 +0100"
8484,Kotch,1971,N/A,"17 Sep 1971","113 min",,,USA,"Nominated for 4 Oscars. Another 3 wins & 4 nominations.",N/A,6.8,825,67,6.3,N/A,Kotch,tt0067314,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:25 +0100"
8485,Kounterfeit,1996,R,"08 Nov 1997","90 min",,,USA,N/A,N/A,4.6,220,N/A,N/A,N/A,Kounterfeit,tt0113037,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:27 +0100"
8486,Koyaanisqatsi,1982,Unrated,"24 Aug 1983","86 min",,,USA,"5 wins & 1 nomination.",N/A,8.3,"20,908",89,8.0,N/A,Koyaanisqatsi,tt0085809,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:29 +0100"
8487,Koyla,1997,N/A,"07 Apr 1997","166 min",,,India,N/A,N/A,6.2,"3,974",56,N/A,N/A,Koyla,tt0136352,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:32 +0100"
8488,"Kramer vs. Kramer",1979,Approved,"19 Dec 1979","105 min",,,USA,"Won 5 Oscars. Another 38 wins & 17 nominations.",77,7.8,"74,828",88,7.9,"The divorce subject isn't as shocking, but the film is still a thoughtful, well-acted drama that resists the urge to take sides or give easy answers.","Kramer vs. Kramer",tt0079417,kramer_vs_kramer,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:33 +0100"
8489,"Krippendorf's Tribe",1998,PG-13,"27 Feb 1998","94 min",,,USA,N/A,N/A,4.8,"4,216",14,3.5,N/A,"Krippendorf's Tribe",tt0120725,krippendorfs_tribe,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:34 +0100"
8490,"The Emperor's New Groove 2: Kronk's New Groove",2005,G,"13 Dec 2005","72 min",,,USA,"3 nominations.",N/A,5.9,"4,444",0,4.5,N/A,"Kronk's New Groove",tt0401398,kronks_new_groove,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:36 +0100"
8491,Kronos,1957,Approved,"01 Apr 1957","78 min",,,USA,N/A,N/A,5.9,988,57,5.0,N/A,"Kronos (film)",tt0050610,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:38 +0100"
8492,Krrish,2006,"Not Rated","23 Jun 2006","154 min",,,India,"8 wins & 12 nominations.",68,6.3,"8,013",100,7.0,N/A,Krrish,tt0432637,krrish,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:40 +0100"
8493,Krull,1983,PG,"29 Jul 1983","121 min",,,"UK, USA","4 nominations.",N/A,6.0,"19,302",33,N/A,N/A,"Krull (film)",tt0085811,krull,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:42 +0100"
8494,"The Pied Piper of Hamelin",1986,N/A,"01 Sep 1986","53 min",,,"Czechoslovakia, West Germany","1 win & 2 nominations.",N/A,8.1,444,30,N/A,N/A,"Krysař",tt0174834,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:44 +0100"
8495,"Kuch Kuch Hota Hai",1998,N/A,"16 Oct 1998","177 min",,,India,"12 wins.",N/A,7.8,"15,156",91,N/A,N/A,"Kuch Kuch Hota Hai",tt0172684,kuch-kuch-hota-hai,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:48 +0100"
8496,Kuffs,1992,PG-13,"10 Jan 1992","102 min",,,USA,"1 win & 1 nomination.",N/A,5.7,"6,779",25,4.4,N/A,Kuffs,tt0104647,kuffs,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:49 +0100"
8497,"The Wonderful World of Captain Kuhio",2009,N/A,"10 Oct 2009",N/A,,,Japan,"5 wins.",N/A,5.9,72,N/A,N/A,N/A,"Kuhio taisa",tt1401719,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:52 +0100"
8498,"Kull the Conqueror",1997,PG-13,"29 Aug 1997","95 min",,,USA,N/A,N/A,4.8,"5,760",26,3.6,N/A,"Kull the Conqueror",tt0119484,kull_the_conqueror,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:55 +0100"
8499,"Kumaré",2011,"Not Rated","13 Mar 2011","84 min",,,USA,"1 win.",60,7.5,"2,669",59,6.3,N/A,"Kumaré",tt1865425,kumare,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:57 +0100"
8500,Kundun,1997,PG-13,"25 Dec 1997","134 min",,,USA,"Nominated for 4 Oscars. Another 5 wins & 4 nominations.",74,7.1,"18,834",76,7.4,N/A,Kundun,tt0119485,kundun,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:47:59 +0100"
8501,"Kung Fu Hustle",2004,R,"22 Apr 2005","99 min",,,"Hong Kong, China","Nominated for 1 Golden Globe. Another 22 wins & 32 nominations.",78,7.8,"80,469",90,7.7,"Kung Fu Hustle blends special effects, martial arts, and the Looney Toons to hilarious effect.","Kung Fu Hustle",tt0373074,kung_fu_hustle,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:48:01 +0100"
8502,"Kung Fu Mahjong",2005,N/A,"03 Jun 2005","137 min",,,"Hong Kong",N/A,N/A,5.8,300,50,N/A,N/A,"Kung Fu Mahjong",tt0468771,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:48:04 +0100"
8503,"Kung Fu Panda",2008,PG,"06 Jun 2008","90 min",,,USA,"Nominated for 1 Oscar. Another 16 wins & 23 nominations.",73,7.6,"211,266",87,7.2,"Kung Fu Panda has a familiar message, but the pleasing mix of humor, swift martial arts action, and colorful animation makes for winning Summer entertainment.","Kung Fu Panda",tt0441773,kung_fu_panda,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:48:06 +0100"
8504,"Kung Fu Panda 2",2011,PG,"26 May 2011","91 min",,,USA,"Nominated for 1 Oscar. Another 3 wins & 26 nominations.",67,7.4,"119,659",81,6.9,"The storyline arc may seem a tad familiar to fans of the original, but Kung Fu Panda 2 offers enough action, comedy, and visual sparkle to compensate.","Kung Fu Panda 2",tt1302011,kung_fu_panda_the_kaboom_of_doom,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:48:09 +0100"
8505,"Kung Phooey!",2003,R,"24 Oct 2003","87 min",,,USA,N/A,N/A,5.4,498,N/A,N/A,N/A,"Kung Phooey",tt0282667,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:48:09 +0100"
8506,"Kung Pow: Enter the Fist",2002,PG-13,"25 Jan 2002","81 min",,,"USA, Hong Kong",N/A,14,6.1,"32,982",11,2.8,"A short sketch's worth of jokes stretched into a full-length feature.","Kung Pow: Enter the Fist",tt0240468,kung_pow,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:48:12 +0100"
8507,Kura,1995,N/A,"10 Oct 1995","130 min",,,Japan,"9 wins & 11 nominations.",N/A,7.7,6,N/A,N/A,N/A,"Kura (film)",tt0349701,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 04:48:14 +0100"
